Rank,Company,Sector,Industry,Profitable,Founder_is_CEO,FemaleCEO,Growth_in_Jobs,Change_in_Rank,Gained_in_Rank,Dropped_in_Rank,Newcomer_to_the_Fortune500,Number_of_employees,MarketCap_Updated_M,Revenues_M,RevenuePercentChange,Profits_M,Assets_M,CEO,HeadquartersCity,HeadquartersState,Website,CompanyType
503,CommScope Holding,Technology,Network and Other Communications Equipment,no,no,no,no,-88,no,yes,n/a,20000.0,278.0,6999.4,-24.2,-1450.9,9371.9,Charles L. Treadway,Claremont,South Carolina,https://www.commscope.com,Public
504,Post Holdings,"Food, Beverages & Tobacco",Food Consumer Products,yes,no,no,yes,41,yes,no,n/a,11430.0,6449.0,6991.0,9.4,301.3,11646.7,Robert V. Vitale,St. Louis,Missouri,https://www.postholdings.com,Public
505,Crown Castle,Financials,Real estate,yes,no,no,no,8,yes,no,n/a,4700.0,45953.0,6981.0,-0.1,1502.0,38527.0,Steven J. Moskowitz,Houston,Texas,https://www.crowncastle.com,Public
506,Avantor,Technology,"Scientific,Photographic and  Control Equipment",yes,no,no,no,-21,no,yes,n/a,14500.0,17367.0,6967.2,-7.3,321.1,12972.7,Michael Stubblefield,Radnor,Pennsylvania,https://www.avantorsciences.com,Public
507,KBR,Technology,Information Technology Services,no,no,no,yes,25,yes,no,n/a,34000.0,8599.0,6956.0,6.0,-265.0,5565.0,Stuart J.B. Bradie,Houston,Texas,https://www.kbr.com,Public
508,Opendoor Technologies,Technology,Internet Services and Retailing,no,no,yes,no,-242,no,yes,n/a,1982.0,2059.0,6946.0,-55.4,-275.0,3567.0,Carrie A. Wheeler,Tempe,Arizona,https://www.opendoor.com,Public
509,APi Group,Engineering & Construction,Engineering & Construction,yes,no,no,yes,24,yes,no,n/a,29000.0,9588.0,6928.0,5.6,153.0,7590.0,Russell A. Becker,New Brighton,Minnesota,https://www.apigroupcorp.com,Public
510,EQT,Energy,Energy,yes,no,no,yes,-23,no,yes,n/a,881.0,16338.0,6908.9,-7.9,1735.2,25285.1,Toby Z. Rice,Pittsburgh,Pennsylvania,https://www.eqt.com,Public
511,EnLink Midstream,Energy,Pipelines,yes,no,no,no,-105,no,yes,n/a,1072.0,6181.0,6900.1,-27.7,206.2,8328.6,Jesse Arenivas,Dallas,Texas,https://www.enlink.com,Public
512,Palo Alto Networks,Technology,Network and Other Communications Equipment,yes,no,no,yes,92,yes,no,n/a,13948.0,91802.0,6892.7,25.3,439.7,14501.1,Nikesh Arora,Santa Clara,California,https://www.paloaltonetworks.com,Public
513,Xerox Holdings,Technology,"Computers, Office Equipment",yes,no,no,no,-8,no,yes,n/a,20100.0,2223.0,6886.0,-3.1,1.0,10008.0,Steven J. Bandrowczak,Norwalk,Connecticut,https://www.xerox.com,Public
514,Ingersoll Rand,Industrials,Industrial Machinery,yes,no,no,yes,64,yes,no,n/a,18000.0,38306.0,6876.1,16.1,778.7,15563.5,Vicente Reynal,Davidson,North Carolina,https://www.irco.com,Public
515,Dillard's,Retailing,General Merchandisers,yes,no,no,yes,-4,no,yes,n/a,24900.0,7655.0,6874.4,-1.7,738.8,3448.9,William T. Dillard II,Little Rock,Arkansas,https://www.dillards.com,Public
516,Martin Marietta Materials,Materials,"Building Materials, Glass",yes,no,no,no,23,yes,no,n/a,9400.0,37955.0,6871.4,6.2,1168.9,15124.9,C. Howard Nye,Raleigh,North Carolina,https://www.martinmarietta.com,Public
517,Vertiv Holdings,Industrials,"Electronics, Electrical Equip.",yes,no,no,no,80,yes,no,n/a,27000.0,31196.0,6863.2,20.6,460.2,7998.5,Giordano Albertazzi,Westerville,Ohio,https://www.vertiv.com,Public
518,Moderna,Health Care,Pharmaceuticals,no,no,no,yes,-307,no,yes,n/a,5600.0,40800.0,6848.0,-64.5,-4714.0,18426.0,St?phane Bancel,Cambridge,Massachusetts,https://www.modernatx.com,Public
519,Boise Cascade,Wholesalers,Wholesalers: Diversified,yes,no,no,yes,-68,no,yes,n/a,7300.0,6068.0,6838.2,-18.5,483.7,3458.6,Nathan R. Jorgensen,Boise,Idaho,https://www.bc.com,Public
520,Sprouts Farmers Market,Food & Drug Stores,Food & Drug Stores,yes,no,no,yes,21,yes,no,n/a,32000.0,6526.0,6837.4,6.8,258.9,3327.4,Jack L. Sinclair,Phoenix,Arizona,https://www.sprouts.com,Public
521,Agilent Technologies,Technology,"Scientific,Photographic and  Control Equipment",yes,no,no,no,-1,no,yes,n/a,18100.0,42643.0,6833.0,-0.2,1240.0,10763.0,Padraig McDonnell,Santa Clara,California,https://www.agilent.com,Public
521,Olin,Chemicals,Chemicals,yes,no,no,no,-111,no,yes,n/a,7326.0,7035.0,6833.0,-27.1,460.2,7713.2,Kenneth T. Lane,Clayton,Missouri,https://www.olin.com,Public
523,Darling Ingredients,"Food, Beverages & Tobacco",Food Production,yes,no,no,yes,12,yes,no,n/a,15800.0,7431.0,6788.1,3.9,647.7,11061.1,Randall C. Stuewe,Irving,Texas,https://www.darlingii.com,Public
524,Sonoco Products,Materials,"Packaging, Containers",yes,no,no,yes,-26,no,yes,n/a,23000.0,5666.0,6781.3,-6.5,475.0,7192.0,R. Howard Coker,Hartsville,South Carolina,https://www.sonoco.com,Public
525,CACI International,Technology,Information Technology Services,yes,no,no,yes,39,yes,no,n/a,23000.0,8442.0,6702.5,8.1,384.7,6600.8,John S. Mengucci,Reston,Virginia,https://www.caci.com,Public
526,Core & Main,Wholesalers,Wholesalers: Diversified,yes,no,no,yes,2,yes,no,n/a,5000.0,11529.0,6702.0,0.8,371.0,5069.0,Stephen O. LeClair,St. Louis,Missouri,https://www.coreandmain.com,Public
527,Marathon Oil,Energy,"Mining, Crude-Oil Production",yes,no,no,yes,-63,no,yes,n/a,1681.0,16196.0,6697.0,-16.7,1554.0,19575.0,Lee M. Tillman,Houston,Texas,https://www.marathonoil.com,Public
528,Hyatt Hotels,"Hotels, Restaurants & Leisure","Hotels, Casinos, Resorts",yes,no,no,yes,54,yes,no,n/a,51000.0,16425.0,6667.0,13.2,220.0,12833.0,Mark S. Hoplamazian,Chicago,Illinois,https://www.hyatt.com,Public
529,Select Medical Holdings,Health Care,Health Care: Medical Facilities,yes,no,no,yes,23,yes,no,n/a,46500.0,3870.0,6664.1,5.2,243.5,7689.6,David S. Chernow,Mechanicsburg,Pennsylvania,https://www.selectmedicalholdings.com,Public
530,McCormick,"Food, Beverages & Tobacco",Food Consumer Products,yes,no,no,no,18,yes,no,n/a,13800.0,20617.0,6662.2,4.9,680.6,12862.3,Brendan M. Foley,Hunt Valley,Maryland,https://www.mccormickcorporation.com,Public
531,Tapestry,Apparel,Apparel,yes,no,yes,yes,-4,no,yes,n/a,15550.0,10890.0,6660.9,-0.4,936.0,7116.8,Joanne C. Crevoiserat,New York,New York,https://www.tapestry.com,Public
532,Coca-Cola Consolidated,"Food, Beverages & Tobacco",Beverages,yes,no,no,no,33,yes,no,n/a,16000.0,7934.0,6653.9,7.3,408.4,4288.9,J. Frank Harrison III,Charlotte,North Carolina,https://www.cokeconsolidated.com,Public
533,Howmet Aerospace,Aerospace & Defense,Aerospace & Defense,yes,no,no,yes,66,yes,no,n/a,23200.0,28077.0,6640.0,17.3,765.0,10428.0,John C. Plant,Pittsburgh,Pennsylvania,https://www.howmet.com,Public
534,Welltower,Financials,Real estate,yes,no,no,yes,49,yes,no,n/a,533.0,53156.0,6638.0,13.3,340.1,44012.2,Shankh S. Mitra,Toledo,Ohio,https://www.welltower.com,Public
535,CF Industries Holdings,Chemicals,Chemicals,yes,no,no,yes,-170,no,yes,n/a,2694.0,15621.0,6631.5,-40.7,1525.2,14376.2,W. Anthony Will,Northbrook,Illinois,https://www.cfindustries.com,Public
536,Ametek,Technology,"Scientific,Photographic and  Control Equipment",yes,no,no,yes,34,yes,no,n/a,21500.0,42289.0,6597.0,7.3,1313.2,15023.5,David A. Zapico,Berwyn,Pennsylvania,https://www.ametek.com,Public
537,TransDigm Group,Aerospace & Defense,Aerospace & Defense,yes,no,no,yes,76,yes,no,n/a,15500.0,68485.0,6585.0,21.3,1298.0,19970.0,Kevin M. Stein,Cleveland,Ohio,https://www.transdigm.com,Public
538,Wynn Resorts,"Hotels, Restaurants & Leisure","Hotels, Casinos, Resorts",yes,no,no,yes,240,yes,no,n/a,27800.0,11457.0,6531.9,73.9,730.0,13996.2,Craig S. Billings,Las Vegas,Nevada,https://www.wynnresorts.com,Public
539,Southwestern Energy,Energy,"Mining, Crude-Oil Production",yes,no,no,yes,-264,no,yes,n/a,1165.0,8349.0,6522.0,-56.5,1557.0,11991.0,William J. Way,Spring,Texas,https://www.swn.com,Public
540,Amkor Technology,Technology,Semiconductors and Other Electronic Components,yes,no,no,no,-32,no,yes,n/a,28700.0,7928.0,6503.1,-8.3,359.8,6771.1,Guillaume Marie Jean Rutten,Tempe,Arizona,https://www.amkor.com,Public
541,Insperity,Business Services,Diversified Outsourcing Services,yes,yes,no,yes,35,yes,no,n/a,4400.0,4087.0,6485.9,9.2,171.4,2119.7,Paul J. Sarvadi,Kingwood,Texas,https://www.insperity.com,Public
542,Patterson,Health Care,Wholesalers: Health Care,yes,no,no,no,-6,no,yes,n/a,7600.0,2477.0,6471.5,-0.4,207.6,2879.1,Donald J. Zurbay,St. Paul,Minnesota,https://www.pattersoncompanies.com,Public
543,T. Rowe Price,Financials,Securities,yes,no,no,yes,-6,no,yes,n/a,7906.0,27267.0,6460.5,-0.4,1788.7,12278.8,Robert W. Sharps,Baltimore,Maryland,https://www.troweprice.com,Public
544,Ralph Lauren,Apparel,Apparel,yes,no,no,yes,17,yes,no,n/a,19100.0,12003.0,6443.6,3.6,522.7,6789.5,Patrice Louvet,New York,New York,https://www.ralphlauren.com,Public
545,KB Home,Engineering & Construction,Homebuilders,yes,no,no,no,-27,no,yes,n/a,2205.0,5362.0,6410.6,-7.1,590.2,6648.4,Jeffrey T. Mezger,Los Angeles,California,https://www.kbhome.com,Public
546,Brunswick,Transportation,Transportation Equipment,yes,no,no,no,-23,no,yes,n/a,18104.0,6556.0,6401.4,-6.0,420.4,6230.5,David M. Foulkes,Mettawa,Illinois,https://www.brunswick.com,Public
547,Robert Half,Business Services,Temporary Help,yes,no,no,no,-47,no,yes,n/a,15000.0,8341.0,6392.5,-11.7,411.1,3010.8,M. Keith Waddell,Menlo Park,California,https://www.roberthalf.com,Public
548,PENN Entertainment,"Hotels, Restaurants & Leisure","Hotels, Casinos, Resorts",no,no,no,yes,-6,no,yes,n/a,23333.0,2776.0,6362.9,-0.6,-490.0,16064.2,Jay A. Snowden,Wyomissing,Pennsylvania,https://www.pennentertainment.com,Public
549,NetApp,Technology,"Computers, Office Equipment",yes,no,no,no,6,yes,no,n/a,12000.0,21663.0,6362.0,0.7,1274.0,9818.0,George Kurian,San Jose,California,https://www.netapp.com,Public
550,Organon,Health Care,Pharmaceuticals,yes,no,no,no,18,yes,no,n/a,10000.0,4806.0,6263.0,1.4,1023.0,12058.0,Kevin Ali,Jersey City,New Jersey,https://www.organon.com,Public
551,Petco Health and Wellness,Retailing,Specialty Retailers: Other,no,no,no,no,20,yes,no,n/a,29000.0,698.0,6255.3,3.6,-1280.2,5363.2,Joel D. Anderson,San Diego,California,https://www.petco.com,Public
552,Regal Rexnord,Industrials,"Electronics, Electrical Equip.",no,no,no,yes,79,yes,no,n/a,32100.0,11977.0,6250.7,19.8,-57.4,15431.4,Louis V. Pinkham,Milwaukee,Wisconsin,https://www.regalrexnord.com,Public
553,Resideo Technologies,Materials,"Building Materials, Glass",yes,no,no,no,-7,no,yes,n/a,14000.0,3258.0,6242.0,-2.0,210.0,6645.0,Jay L. Geldmacher,Scottsdale,Arizona,https://www.resideo.com,Public
554,Camping World Holdings,Retailing,"Automotive Retailing, Services",yes,no,no,no,-38,no,yes,n/a,12459.0,2354.0,6226.5,-10.6,31.0,4845.7,Marcus A. Lemonis,Lincolnshire,Illinois,https://www.campingworld.com,Public
555,Huntsman,Chemicals,Chemicals,yes,no,no,no,-122,no,yes,n/a,6000.0,4503.0,6199.0,-28.9,101.0,7248.0,Peter R. Huntsman,The Woodlands,Texas,https://www.huntsman.com,Public
556,Victoria's Secret,Retailing,Specialty Retailers: Apparel,yes,no,no,no,-6,no,yes,n/a,21500.0,1503.0,6181.8,-2.6,109.2,4600.0,Hillary Super,Reynoldsburg,Ohio,https://www.victoriassecretandco.com,Public
557,Levi Strauss,Apparel,Apparel,yes,no,yes,yes,12,yes,no,n/a,19100.0,7957.0,6179.0,0.2,249.6,6053.6,Michelle  Gass,San Francisco,California,https://www.levistrauss.com,Public
558,Roper Technologies,Technology,Computer Software,yes,no,no,yes,49,yes,no,n/a,16800.0,60022.0,6177.8,12.9,1384.2,28167.5,L. Neil Hunn,Sarasota,Florida,https://www.ropertech.com,Public
559,Academy Sports and Outdoors,Retailing,Specialty Retailers: Other,yes,no,no,yes,-15,no,yes,n/a,16509.0,5025.0,6159.3,-3.7,519.2,4676.7,Steven P. Lawrence,Katy,Texas,https://www.academy.com,Public
560,Meritage Homes,Engineering & Construction,Homebuilders,yes,no,no,no,-3,no,yes,n/a,1838.0,6346.0,6138.3,-2.4,738.7,6353.1,Phillippe Lord,Scottsdale,Arizona,https://www.meritagehomes.com,Public
561,American Axle & Manufacturing,Motor Vehicles & Parts,Motor Vehicles & Parts,no,no,no,no,27,yes,no,n/a,19000.0,865.0,6079.5,4.8,-33.6,5356.3,David C. Dauch,Detroit,Michigan,https://www.aam.com,Public
562,Fortive,Industrials,"Electronics, Electrical Equip.",yes,no,no,no,25,yes,no,n/a,18000.0,30226.0,6065.3,4.1,865.8,16911.8,James A. Lico,Everett,Washington,https://www.fortive.com,Public
563,Nasdaq,Financials,Securities,yes,no,yes,yes,-4,no,yes,n/a,8525.0,36296.0,6064.0,-2.6,1059.0,32294.0,Adena T. Friedman,New York,New York,https://www.nasdaq.com,Public
564,Broadridge Financial Solutions,Business Services,Financial Data Services,yes,no,no,yes,32,yes,no,n/a,14700.0,24127.0,6060.9,6.2,630.6,8233.2,Timothy C. Gokey,Lake Success,New York,https://www.broadridge.com,Public
565,Spirit AeroSystems Holdings,Aerospace & Defense,Aerospace & Defense,no,no,no,yes,80,yes,no,n/a,20655.0,4192.0,6047.9,20.2,-616.2,6950.1,Patrick M. Shanahan,Wichita,Kansas,https://www.spiritaero.com,Public
566,Warner Music Group,Media,Entertainment,yes,no,no,no,15,yes,no,n/a,5900.0,17100.0,6037.0,2.0,430.0,8545.0,Robert Kyncl,New York,New York,https://www.wmg.com,Public
567,Chemours,Chemicals,Chemicals,no,no,yes,no,-43,no,yes,n/a,6200.0,3908.0,6027.0,-11.3,-238.0,8251.0,Denise  Dignam,Wilmington,Delaware,https://www.chemours.com,Public
568,ADT,Business Services,Diversified Outsourcing Services,yes,no,no,no,-25,no,yes,n/a,14300.0,6118.0,6017.7,-5.9,463.0,15964.1,James D. DeVries,Boca Raton,Florida,https://www.adt.com,Public
569,Edwards Lifesciences,Health Care,Medical Products and Equipment,yes,no,no,yes,48,yes,no,n/a,19800.0,57520.0,6004.8,11.6,1402.4,9363.2,Bernard J. Zovighian,Irvine,California,https://www.edwards.com,Public
570,First American Financial,Financials,Insurance: Property and Casualty (Stock),yes,no,no,no,-89,no,yes,n/a,19210.0,6294.0,6003.5,-21.1,216.8,16802.8,Kenneth D. DeGiorgio,Santa Ana,California,https://www.firstam.com,Public
571,Hanover Insurance Group,Financials,Insurance: Property and Casualty (Stock),yes,no,no,yes,37,yes,no,n/a,4800.0,4893.0,5993.5,9.6,35.3,14612.6,John C. Roche,Worcester,Massachusetts,https://www.hanover.com,Public
572,Silgan Holdings,Materials,"Packaging, Containers",yes,no,no,no,-32,no,yes,n/a,14400.0,5185.0,5988.2,-6.6,326.0,7611.2,Adam J. Greenlee,Stamford,Connecticut,https://www.silganholdings.com,Public
573,Endeavor Group Holdings,Media,Entertainment,yes,yes,no,no,53,yes,no,n/a,10000.0,17817.0,5960.2,13.1,356.5,21544.8,Ariel Emanuel,Beverly Hills,California,https://www.endeavorco.com,Public
574,Moody's,Business Services,Financial Data Services,yes,no,no,yes,36,yes,no,n/a,15151.0,71752.0,5916.0,8.2,1607.0,14622.0,Robert S. Fauber,New York,New York,https://www.moodys.com,Public
575,Coterra Energy,Energy,"Mining, Crude-Oil Production",yes,no,no,no,-155,no,yes,n/a,1083.0,20946.0,5914.0,-34.7,1625.0,20415.0,Thomas E. Jorden,Houston,Texas,https://www.coterra.com,Public
576,Gartner,Technology,Information Technology Services,yes,no,no,yes,30,yes,no,n/a,20237.0,37165.0,5907.0,7.9,882.5,7835.9,Eugene A. Hall,Stamford,Connecticut,https://www.gartner.com,Public
577,Under Armour,Apparel,Apparel,yes,yes,no,no,17,yes,no,n/a,11078.0,3157.0,5903.6,3.1,386.8,4857.1,Kevin A. Plank,Baltimore,Maryland,https://about.underarmour.com,Public
578,Ingles Markets,Food & Drug Stores,Food & Drug Stores,yes,no,no,yes,20,yes,no,n/a,19540.0,1457.0,5892.8,3.8,210.8,2473.8,James W. Lanning,Black Mountain,North Carolina,https://www.ingles-markets.com,Public
579,Church & Dwight,Household Products,Household and Personal Products,yes,no,no,yes,39,yes,no,n/a,5550.0,25442.0,5867.9,9.2,755.6,8569.2,Matthew T. Farrell,Ewing,New Jersey,https://www.churchdwight.com,Public
580,Old Dominion Freight Line,Transportation,"Trucking, Truck Leasing",yes,no,no,no,-22,no,yes,n/a,22902.0,47738.0,5866.2,-6.3,1239.5,5512.4,Kevin M. Freeman,Thomasville,North Carolina,https://www.odfl.com,Public
581,U-Haul Holding,Transportation,"Trucking, Truck Leasing",yes,no,no,yes,12,yes,no,n/a,26501.0,13091.0,5864.7,2.2,923.0,18124.6,Edward J. Shoen,Reno,Nevada,https://www.uhaul.com,Public
582,Oscar Health,Health Care,Health Care: Insurance and Managed Care,no,no,no,no,164,yes,no,n/a,2400.0,3416.0,5862.9,47.9,-270.7,3601.5,Mark T. Bertolini,New York,New York,https://www.hioscar.com,Public
583,Arista Networks,Technology,Network and Other Communications Equipment,yes,no,yes,yes,126,yes,no,n/a,4023.0,90658.0,5860.2,33.8,2087.3,9946.8,Jayshree V. Ullal,Santa Clara,California,https://www.arista.com,Public
584,Synopsys,Technology,Computer Software,yes,no,no,yes,58,yes,no,n/a,20300.0,87179.0,5842.6,15.0,1229.9,10333.1,Sassine Ghazi,Sunnyvale,California,https://www.synopsys.com,Public
585,Harley-Davidson,Transportation,Transportation Equipment,yes,no,no,yes,7,yes,no,n/a,6400.0,5973.0,5836.5,1.4,706.6,12140.6,Jochen Zeitz,Milwaukee,Wisconsin,https://www.harley-davidson.com,Public
586,Frontier Communications,Telecommunications,Telecommunications,yes,no,no,no,4,yes,no,n/a,13297.0,6023.0,5751.0,-0.6,29.0,20693.0,Nick Jeffery,Dallas,Texas,https://www.frontier.com,Public
587,Primoris Services,Engineering & Construction,Engineering & Construction,yes,no,no,yes,114,yes,no,n/a,14058.0,2283.0,5715.3,29.3,126.1,3827.4,Thomas E. McCormick,Dallas,Texas,https://www.prim.com,Public
588,Carlisle,Materials,"Building Materials, Glass",yes,no,no,no,-58,no,yes,n/a,11100.0,18732.0,5700.1,-13.5,767.4,6620.0,D. Christian Koch,Scottsdale,Arizona,https://www.carlisle.com,Public
589,Simon Property Group,Financials,Real estate,yes,no,no,no,35,yes,no,n/a,2750.0,50980.0,5658.8,6.9,2283.1,34283.5,David E. Simon,Indianapolis,Indiana,https://www.simon.com,Public
590,Hanesbrands,Apparel,Apparel,no,no,no,no,-39,no,yes,n/a,47520.0,2039.0,5636.5,-11.0,-17.7,5640.3,Stephen B. Bratspies,Winston-Salem,North Carolina,https://www.hanes.com,Public
591,Anywhere Real Estate,Financials,Real estate,no,no,no,no,-74,no,yes,n/a,8028.0,687.0,5636.0,-18.4,-97.0,5839.0,Ryan M. Schneider,Madison,New Jersey,https://www.anywhere.re,Public
592,Teledyne Technologies,Aerospace & Defense,Aerospace & Defense,yes,no,no,yes,19,yes,no,n/a,14900.0,20342.0,5635.5,3.2,885.7,14527.9,Edwin Roks,Thousand Oaks,California,https://www.teledyne.com,Public
593,CME Group,Financials,Securities,yes,no,no,yes,53,yes,no,n/a,3565.0,77511.0,5578.9,11.1,3226.2,129706.1,Terrence A. Duffy,Chicago,Illinois,https://www.cmegroup.com,Public
594,Juniper Networks,Technology,Network and Other Communications Equipment,yes,no,no,yes,29,yes,no,n/a,11144.0,12022.0,5564.5,5.0,310.2,9518.5,Rami Rahim,Sunnyvale,California,https://www.juniper.net,Public
595,Coty,Household Products,Household and Personal Products,yes,no,yes,yes,27,yes,no,n/a,11350.0,10706.0,5554.1,4.7,508.2,12661.6,Sue Y. Nabi,New York,New York,https://www.coty.com,Public
596,Pool,Wholesalers,Wholesalers: Diversified,yes,no,no,no,-30,no,yes,n/a,6100.0,15529.0,5541.6,-10.3,523.2,3428.1,Peter D. Arvan,Covington,Louisiana,https://www.poolcorp.com,Public
597,Evergy,Energy,Utilities: Gas and Electric,yes,no,no,yes,-13,no,yes,n/a,4658.0,12264.0,5508.2,-6.0,731.3,30976.1,David A. Campbell,Kansas City,Missouri,https://investors.evergy.com,Public
598,Marvell Technology,Technology,Semiconductors and Other Electronic Components,no,no,no,no,-18,no,yes,n/a,6544.0,61382.0,5507.7,-7.0,-933.4,21228.5,Matthew J. Murphy,Wilmington,Delaware,https://www.marvell.com,Public
599,NiSource,Energy,Utilities: Gas and Electric,yes,no,no,yes,-13,no,yes,n/a,7388.0,12379.0,5505.4,-5.9,714.3,31077.2,Lloyd M. Yates,Merrillville,Indiana,https://www.nisource.com,Public
600,SS&C Technologies Holdings,Technology,Computer Software,yes,yes,no,no,25,yes,no,n/a,26600.0,15907.0,5502.8,4.2,607.1,18102.5,William C. Stone,Windsor,Connecticut,https://www.ssctech.com,Public
601,Schneider National,Transportation,Transportation and Logistics,yes,no,no,yes,-72,no,yes,n/a,17300.0,3993.0,5498.9,-16.7,238.5,4557.2,Mark B. Rourke,Green Bay,Wisconsin,https://www.schneider.com,Public
602,Autodesk,Technology,Computer Software,yes,no,no,no,46,yes,no,n/a,13700.0,55708.0,5497.0,9.8,906.0,9912.0,Andrew Anagnost,San Francisco,California,https://www.autodesk.com,Public
603,Sealed Air,Materials,"Packaging, Containers",yes,no,no,yes,-3,no,yes,n/a,17000.0,5375.0,5488.9,-2.7,341.6,7200.6,Patrick Kivits,Charlotte,North Carolina,https://www.sealedair.com,Public
604,Iron Mountain,Business Services,Diversified Outsourcing Services,yes,no,no,yes,37,yes,no,n/a,27000.0,23443.0,5480.3,7.4,184.2,17473.8,William L. Meaney,Portsmouth,New Hampshire,https://www.ironmountain.com,Public
605,Digital Realty Trust,Financials,Real estate,yes,no,no,yes,68,yes,no,n/a,3664.0,44983.0,5477.1,16.7,948.8,44113.3,Andrew P. Power,Austin,Texas,https://www.digitalrealty.com,Public
606,Keysight Technologies,Technology,"Scientific,Photographic and  Control Equipment",yes,no,no,no,8,yes,no,n/a,14900.0,27297.0,5464.0,0.8,1057.0,8683.0,Satish Dhanasekaran,Santa Rosa,California,https://www.keysight.com,Public
607,Globe Life,Financials,"Insurance: Life, Health (stock)",yes,no,no,yes,25,yes,no,n/a,3636.0,10943.0,5447.5,4.5,970.8,28051.5,Frank M. Svoboda,McKinney,Texas,https://www.globelifeinsurance.com,Public
608,Parsons,Aerospace & Defense,Aerospace & Defense,yes,no,yes,yes,115,yes,no,n/a,18500.0,8779.0,5442.7,29.7,161.1,4804.1,Carey A. Smith,Chantilly,Virginia,https://www.parsons.com,Public
609,Mattel,Household Products,"Toys, Sporting Goods",yes,no,no,no,3,yes,no,n/a,33000.0,6815.0,5441.2,0.1,214.4,6435.8,Ynon Kreiz,El Segundo,California,https://www.mattel.com,Public
610,Southwest Gas Holdings,Energy,Utilities: Gas and Electric,yes,no,yes,yes,43,yes,no,n/a,14943.0,5454.0,5434.0,9.6,150.9,11869.9,Karen S. Haller,Las Vegas,Nevada,https://www.swgasholdings.com,Public
611,CUNA Mutual Group (TruStage),Financials,"Insurance: Life, Health (stock)",yes,no,no,no,24,yes,no,n/a,4100.0,-,5425.6,4.3,139.7,44970.3,Terrance  Williams,Madison,Wisconsin,https://www.cunamutual.com,Private
612,Clean Harbors,Business Services,Waste Management,yes,no,no,yes,25,yes,no,n/a,21280.0,10859.0,5409.2,4.7,377.9,6382.9,Eric W. Gerstenberg,Norwell,Massachusetts,https://www.cleanharbors.com,Public
613,Cornerstone Building Brands,Materials,"Building Materials, Glass",no,no,yes,no,-75,no,yes,n/a,17600.0,3089.0,5402.4,-16.6,-75.5,6933.3,Rose Lee,Cary,North Carolina,https://www.cornerstonebuildingbrands.com,Private
614,Hubbell,Industrials,"Electronics, Electrical Equip.",yes,no,no,yes,37,yes,no,n/a,18317.0,22281.0,5372.9,8.0,759.8,6914.0,Gerben W. Bakker,Shelton,Connecticut,https://www.hubbell.com,Public
615,Spirit Airlines,Transportation,Airlines,no,no,no,yes,28,yes,no,n/a,13167.0,530.0,5362.5,5.8,-447.5,9417.2,Edward M. Christie III,Miramar,Florida,https://www.spirit.com,Public
616,Lamb Weston Holdings,"Food, Beverages & Tobacco",Food Consumer Products,yes,no,no,yes,117,yes,no,n/a,10300.0,15380.0,5350.6,30.5,1008.9,6519.8,Thomas P. Werner,Eagle,Idaho,https://www.lambweston.com,Public
617,Take-Two Interactive Software,Media,Entertainment,no,no,no,yes,201,yes,no,n/a,11580.0,25330.0,5349.9,52.6,-1124.7,15862.1,Strauss H. Zelnick,New York,New York,https://www.take2games.com,Public
618,GMS,Wholesalers,Wholesalers: Diversified,yes,no,no,yes,60,yes,no,n/a,7007.0,3877.0,5329.3,15.0,333.0,3267.0,John C. Turner Jr.,Tucker,Georgia,https://www.gms.com,Public
619,Penn Mutual Life Insurance,Financials,"Insurance: Life, Health (stock)",yes,no,no,yes,70,yes,no,n/a,3370.0,-,5318.9,16.4,201.0,46740.7,David M. O'Malley,Horsham,Pennsylvania,https://www.pennmutual.com,Private
620,Landstar System,Transportation,"Trucking, Truck Leasing",yes,no,no,yes,-131,no,yes,n/a,1468.0,6894.0,5313.5,-28.6,264.4,1801.8,Frank A. Lonegro,Jacksonville,Florida,https://www.landstar.com,Public
621,Host Hotels & Resorts,Financials,Real estate,yes,no,no,no,35,yes,no,n/a,163.0,14551.0,5311.0,8.2,740.0,12243.0,James F. Risoleo,Bethesda,Maryland,https://www.hosthotels.com,Public
622,Fortinet,Technology,Computer Software,yes,yes,no,yes,81,yes,no,n/a,13568.0,52123.0,5304.8,20.1,1147.8,7258.9,Ken Xie,Sunnyvale,California,https://www.fortinet.com,Public
623,OneMain Holdings,Financials,Diversified Financials,yes,no,no,no,21,yes,no,n/a,9100.0,6119.0,5299.0,4.6,641.0,24294.0,Douglas H. Shulman,Evansville,Indiana,https://onemainfinancial.com,Public
624,GameStop,Retailing,Specialty Retailers: Other,yes,no,no,no,-47,no,yes,n/a,15750.0,3830.0,5272.8,-11.0,6.7,2709.0,Ryan Cohen,Grapevine,Texas,https://www.gamestop.com,Public
625,Equifax,Business Services,Financial Data Services,yes,no,no,yes,15,yes,no,n/a,14900.0,33234.0,5265.2,2.8,545.3,12280.0,Mark W. Begor,Atlanta,Georgia,https://www.equifax.com,Public
626,American Eagle Outfitters,Retailing,Specialty Retailers: Apparel,yes,no,no,yes,23,yes,no,n/a,26700.0,5085.0,5261.8,5.4,170.0,3557.9,Jay L. Schottenstein,Pittsburgh,Pennsylvania,https://www.aeo-inc.com,Public
627,Comerica,Financials,Commercial Banks,yes,no,no,yes,158,yes,no,n/a,7701.0,7286.0,5253.0,40.5,881.0,85834.0,Curtis C. Farmer,Dallas,Texas,https://www.comerica.com,Public
